FullText,Position,Bill,LastName,FirstName,Role,Organization,City,State
"Martin, Jeff   Executive Dirictor  (Tx Independent Auto dealers Assoc), Leander, TX",For,HB 2067,Martin,Jeff,Executive Dirictor,Tx Independent Auto dealers Assoc,Leander,TX
"Martinez, Mario A.   Leg. Consultant  (TIADA), Austin, TX",For,HB 2067,Martinez,Mario,A.   Leg. Consultant,TIADA,Austin,TX
"Hawkins, John (Texas Hospital Association)",For,HB 2068,Hawkins,John,,Texas Hospital Association,,
"Lockhart, Heather (Texas Municipal League)",Against,HB 2068,Lockhart,Heather,,Texas Municipal League,,
"Wood, Ted (Harris County Public Defender's Office)",Against,HB 2068,Wood,Ted,,Harris County Public Defender's Office,,
"Alexander, Dominique (Self; Next Generation Action Network)",For,HB 2068,Alexander,Dominique,,Self; Next Generation Action Network,,
"Allison, Jim (County Judges and Commissioners Association of Texas)",For,HB 2068,Allison,Jim,,County Judges and Commissioners Association of Texas,,
"Ballew, Joel (Texas Health Resources)",For,HB 2068,Ballew,Joel,,Texas Health Resources,,
"Banks, Yannis (Texas NAACP)",For,HB 2068,Banks,Yannis,,Texas NAACP,,
"Bedecarre, Kathryn (Austin justice coalition)",For,HB 2068,Bedecarre,Kathryn,,Austin justice coalition,,
"Berry, Traci (Goodwill Central Texas)",For,HB 2068,Berry,Traci,,Goodwill Central Texas,,
"Bokros, Kathleen (Self)",For,HB 2068,Bokros,Kathleen,,Self,,
"Boyle, Carolyn (Self; United Methodist Women, Saint John's United Methodist Church)",For,HB 2068,Boyle,Carolyn,,"Self; United Methodist Women, Saint John's United Methodist Church",,
"Chang, Martha (Self; Austin Justice Coalition)",For,HB 2068,Chang,Martha,,Self; Austin Justice Coalition,,
"Connolly, Joao Paulo (Self; Austin Justice Coalition)",For,HB 2068,Connolly,Joao Paulo,Paulo,Self; Austin Justice Coalition,,
"Cook, Margaret ""Peggy"" (Self; Austin Justice Coalition)",For,HB 2068,Cook,Margaret,"""Peggy""",Self; Austin Justice Coalition,,
"DeWitt, Cathy (Texas Association of Business)",For,HB 2068,DeWitt,Cathy,,Texas Association of Business,,
"Hall, Terri (Self; Texas TURF, & Texans For Toll-free Highways)",For,HB 2068,Hall,Terri,,"Self; Texas TURF, & Texans For Toll-free Highways",,
"Henning, Lori (TX Association of Goodwills)",For,HB 2068,Henning,Lori,,TX Association of Goodwills,,
"McMahon, Sukyi (Austin Justice Coalition)",For,HB 2068,McMahon,Sukyi,,Austin Justice Coalition,,
"Milligan, Maureen (Teaching hospitals of texas)",For,HB 2068,Milligan,Maureen,,Teaching hospitals of texas,,
"Mitchell, Kathy (Texas Criminal Justice Coalition)",For,HB 2068,Mitchell,Kathy,,Texas Criminal Justice Coalition,,
"Moore, Chas (Austin justice coalition)",For,HB 2068,Moore,Chas,,Austin justice coalition,,
"Morris, Robert (Self; Next Generation Action Network)",For,HB 2068,Morris,Robert,,Self; Next Generation Action Network,,
"Oertel, Lauren (Self; Austin justice coalition)",For,HB 2068,Oertel,Lauren,,Self; Austin justice coalition,,
"Privitera, Lori (Self; Austin Justice Coalition)",For,HB 2068,Privitera,Lori,,Self; Austin Justice Coalition,,
"Simpson, Matt (ACLU of Texas)",For,HB 2068,Simpson,Matt,,ACLU of Texas,,
"Welsh, Dinah (Self; Texas EMS, Trauma and Acute Care Foundation)",For,HB 2068,Welsh,Dinah,,"Self; Texas EMS, Trauma and Acute Care Foundation",,
"Woods, Ashton P (Self; Black Lives Matter: Houston)",For,HB 2068,Woods,Ashton P,P,Self; Black Lives Matter: Houston,,
"Yanas, Christine (Methodist Healthcare Ministries of South Texas)",For,HB 2068,Yanas,Christine,,Methodist Healthcare Ministries of South Texas,,
"Cuellar, Guadalupe (City of El Paso)",Against,HB 2068,Cuellar,Guadalupe,,City of El Paso,,
"Kelly, Bill (Mayor's Office, City of Houston)",Against,HB 2068,Kelly,Bill,,"Mayor's Office, City of Houston",,
"Patterson, TJ (City of Fort Worth)",Against,HB 2068,Patterson,TJ,,City of Fort Worth,,
"Weist, Jon (City of Irving)",Against,HB 2068,Weist,Jon,,City of Irving,,
"Garren, Cheryl (DPS)",On,HB 2068,Garren,Cheryl,,DPS,,
"Hearn, Skylor (Texas DPS)",On,HB 2068,Hearn,Skylor,,Texas DPS,,
"Gravell, Bill   Judge  (Justices of the Peace/Constables Association of Texas), Georgetown, TX",For,HB 2068,Gravell,Bill,Judge,Justices of the Peace/Constables Association of Texas,Georgetown,TX
"Hawkins, John   Senior Vice President Advocacy  (Texas Hospital Association), Austin, TX",For,HB 2068,Hawkins,John,Senior Vice President Advocacy,Texas Hospital Association,Austin,TX
"Hawthorne, Brian   Sheriff  (Sheriffs' Association of Texas), Baytown, TX",For,HB 2068,Hawthorne,Brian,Sheriff,Sheriffs' Association of Texas,Baytown,TX
"Staudt, Edna   Judge  (Self) , Cedar Park, TX",For,HB 2068,Staudt,Edna,Judge,Self,Cedar Park,TX
"Gerrick, Emily   Staff Attorney  (Texas Fair Defense Project), Austin, TX",Against,HB 2068,Gerrick,Emily,Staff Attorney,Texas Fair Defense Project,Austin,TX
"Wood, Ted   Assistant Public Defender  (Harris County Public Defender's Office), Houston, TX",Against,HB 2068,Wood,Ted,Assistant Public Defender,Harris County Public Defender's Office,Houston,TX
"Hearn, Skylor   Assistant Director  (Texas DPS), Austin, TX",On,HB 2068,Hearn,Skylor,Assistant Director,Texas DPS,Austin,TX
"Sackmary, Elye C.   Vice President, Operations  (Municipal Services Bureau), Austin, TX",On,HB 2068,Sackmary,Elye,"C.   Vice President, Operations",Municipal Services Bureau,Austin,TX
"Allison, Jim   General Counsel  (County Judges and Commissioners Association of Texas), Austin, TX",For,HB 2068,Allison,Jim,General Counsel,County Judges and Commissioners Association of Texas,Austin,TX
"Arnold, Ellen    (Goodwill Central Texas), Austin, TX",For,HB 2068,Arnold,Ellen,,Goodwill Central Texas,Austin,TX
"Arnold, Ellen    (Texas Association of Goodwills), Austin, TX",For,HB 2068,Arnold,Ellen,,Texas Association of Goodwills,Austin,TX
"DeWitt, Cathy   Vice President  (Texas Association of Business), Austin, TX",For,HB 2068,DeWitt,Cathy,Vice President,Texas Association of Business,Austin,TX
"Holzheauser, Craig   Consultant  (Texas EMS Alliance), Austin, TX",For,HB 2068,Holzheauser,Craig,Consultant,Texas EMS Alliance,Austin,TX
"Johnson, Noel   Government Affairs  (Texas Municipal Police Association), Austin, TX",For,HB 2068,Johnson,Noel,Government Affairs,Texas Municipal Police Association,Austin,TX
"Laroche, Sebastien   Research and Policy Analyst  (Methodist Healthcare Ministries of South Texas, Inc.), San Antonio, TX",For,HB 2068,Laroche,Sebastien,Research and Policy Analyst,"Methodist Healthcare Ministries of South Texas, Inc.",San Antonio,TX
"LouDerBack, AJ   Sheriff  (Sheriff's Association of Texas), Edna, TX",For,HB 2068,LouDerBack,AJ,Sheriff,Sheriff's Association of Texas,Edna,TX
"McBeath, Don   Director of Government Relations  (Texas Organization of Rural and Community Hospitals), Austin, TX",For,HB 2068,McBeath,Don,Director of Government Relations,Texas Organization of Rural and Community Hospitals,Austin,TX
"Schiele, Andrea   Legislative Liaison  (Justices of the Peace and Constables Association of Texas), Georgetown, TX",For,HB 2068,Schiele,Andrea,Legislative Liaison,Justices of the Peace and Constables Association of Texas,Georgetown,TX
"Simpson, Terry   County Judge  (San Patricio County), Sinton, TX",For,HB 2068,Simpson,Terry,County Judge,San Patricio County,Sinton,TX
"Smith, Andrew   Director of Government Relations  (University Health System), San Antonio, TX",For,HB 2068,Smith,Andrew,Director of Government Relations,University Health System,San Antonio,TX
"Thompson, Rick   Legislative Liaison  (Texas Association of Counties), Austin, TX",For,HB 2068,Thompson,Rick,Legislative Liaison,Texas Association of Counties,Austin,TX
"Welsh, Dinah   CEO  (Texas EMS, Trauma and Acute Care Foundation), Austin, TX",For,HB 2068,Welsh,Dinah,CEO,"Texas EMS, Trauma and Acute Care Foundation",Austin,TX
"Guerrero, Jane   Director EMS/Trauma Systems  (Department of State Health Services), Austin, TX",On,HB 2068,Guerrero,Jane,Director EMS/Trauma Systems,Department of State Health Services,Austin,TX
"Milligan, Maureen   President and CEO  (Teaching Hospitals of Texas), Austin, TX",For,HB 2068,Milligan,Maureen,President and CEO,Teaching Hospitals of Texas,Austin,TX
"Byrd, Chris (Self; Center for Security Policy)",For,HB 2069,Byrd,Chris,,Self; Center for Security Policy,,
"Holton, Christopher (Center for Security Policy)",For,HB 2069,Holton,Christopher,,Center for Security Policy,,
"McCraw, John (Lin) (Texas Trial Lawyers Association)",Against,HB 2069,McCraw,John,(Lin),Lin) (Texas Trial Lawyers Association,,
"Asmussen, Cindy (Self)",For,HB 2069,Asmussen,Cindy,,Self,,
"Bradford, Trayce (Self)",For,HB 2069,Bradford,Trayce,,Self,,
"Briscoe, Rick (Self; Open Carry Texas)",For,HB 2069,Briscoe,Rick,,Self; Open Carry Texas,,
"Greer, John (Self)",For,HB 2069,Greer,John,,Self,,
"Greer, Phyllis (Self)",For,HB 2069,Greer,Phyllis,,Self,,
"Grisham, CJ (Self; Open Carry Texas)",For,HB 2069,Grisham,CJ,,Self; Open Carry Texas,,
"Hodges, Dana (Self)",For,HB 2069,Hodges,Dana,,Self,,
"Hudgens, Nicole (Texas Values Action)",For,HB 2069,Hudgens,Nicole,,Texas Values Action,,
"Parkinson, Thomas (Self)",For,HB 2069,Parkinson,Thomas,,Self,,
"Shuster, Jason (Self)",For,HB 2069,Shuster,Jason,,Self,,
"Tidwell, Russ (Texas Association of Consumer Lawyers)",Against,HB 2069,Tidwell,Russ,,Texas Association of Consumer Lawyers,,
"Grace, Jim (CenterPoint Energy)",For,HB 2070,Grace,Jim,,CenterPoint Energy,,
"Harbeson, William (TxDMV)",On,HB 2070,Harbeson,William,,TxDMV,,
"Harbeson, William   Director, enforement  (Txdmv), Austin, TX",On,HB 2070,Harbeson,William,"Director, enforement",Txdmv,Austin,TX
"Gerrick, Emily (Texas Fair Defense Project)",On,HB 2071,Gerrick,Emily,,Texas Fair Defense Project,,
"Allison, Jim (County Judges and Commissioners Association of Texas)",For,HB 2071,Allison,Jim,,County Judges and Commissioners Association of Texas,,
"Dahill, John (Texas Conference of Urban Counties)",For,HB 2071,Dahill,John,,Texas Conference of Urban Counties,,
"Green, Joseph (Travis County Commissioners Court)",For,HB 2071,Green,Joseph,,Travis County Commissioners Court,,
"Hamilton, Darwin (Self)",Against,HB 2071,Hamilton,Darwin,,Self,,
"Naile, Carolyn (Self; American Massage Therapy Asso)",Against,HB 2072,Naile,Carolyn,,Self; American Massage Therapy Asso,,
"Francis, Brian (Texas Department of Licensing and Regulation)",On,HB 2072,Francis,Brian,,Texas Department of Licensing and Regulation,,
"Huss, Jonathan (Dept of State Health Services)",On,HB 2072,Huss,Jonathan,,Dept of State Health Services,,
"Belt, Mollie (Self)",For,HB 2073,Belt,Mollie,,Self,,
"Jones, Thurman (Self; North Dallas Gazette)",For,HB 2073,Jones,Thurman,,Self; North Dallas Gazette,,
"Baggett, Donnis (Self; Texas Press Association)",On,HB 2073,Baggett,Donnis,,Self; Texas Press Association,,
"Green, Joseph (Travis County Commissioners Court)",For,HB 2073,Green,Joseph,,Travis County Commissioners Court,,
"Longley, Bill (Texas Municipal League)",For,HB 2073,Longley,Bill,,Texas Municipal League,,
"Parkinson, Thomas (Self)",On,HB 2073,Parkinson,Thomas,,Self,,
"Green, Timothy (Landowner. Land fund manager)",For,HB 2075,Green,Timothy,,Landowner. Land fund manager,,
"Mildren, Matt (Self)",For,HB 2075,Mildren,Matt,,Self,,
"Fleming, Deborah (Self; Texas Dance Hall Preservation)",For,HB 2079,Fleming,Deborah,,Self; Texas Dance Hall Preservation,,
"Hovda, Heidi (Self; Corpus Christi Convention and Visitors Bureau)",For,HB 2079,Hovda,Heidi,,Self; Corpus Christi Convention and Visitors Bureau,,
"O'chery, Jim (Texas Music Library and Research Center)",For,HB 2079,O'chery,Jim,,Texas Music Library and Research Center,,
"Williams, Stephen (Museum of American Music History)",For,HB 2079,Williams,Stephen,,Museum of American Music History,,
"Anthony, Brendon (Texas Music Office)",On,HB 2079,Anthony,Brendon,,Texas Music Office,,
"Hinkle, Ron (Texas Travel Industry Association)",For,HB 2079,Hinkle,Ron,,Texas Travel Industry Association,,
"Lucero, Homero (Texas Travel Industry Assoc.)",For,HB 2079,Lucero,Homero,,Texas Travel Industry Assoc.,,
"Weist, Jon (City of Irving)",For,HB 2079,Weist,Jon,,City of Irving,,
"Wolfe, Mark (Texas historical commission)",On,HB 2079,Wolfe,Mark,,Texas historical commission,,
"Bragiel, Justin    (Texas Hotel Association), Austin, TX",For,HB 2079,Bragiel,Justin,,Texas Hotel Association,Austin,TX
"Valdez, Jerry    (Recording Industry Association of America), Austin, TX",For,HB 2079,Valdez,Jerry,,Recording Industry Association of America,Austin,TX
"Duncan, Mary (Self; Crime Victim Coalition)",For,HB 2082,Duncan,Mary,,Self; Crime Victim Coalition,,
"Duncan, Tommy (Self; Self)",For,HB 2082,Duncan,Tommy,,Self; Self,,
"Floresx, Jacob (Self)",For,HB 2082,Floresx,Jacob,,Self,,
"Jones, Chris (Combined Law Enforcement Associations of Texas (CLEAT))",For,HB 2082,Jones,Chris,(Combined Law Enforcement Associations of Texas,Combined Law Enforcement Associations of Texas (CLEAT),,
"Landry, Mitch (Texas Municipal Police Association (TMPA))",For,HB 2082,Landry,Mitch,(Texas Municipal Police Association,Texas Municipal Police Association (TMPA),,
"Marshall, Carlton (Self)",For,HB 2082,Marshall,Carlton,,Self,,
"Marshall, Susan (Self)",For,HB 2082,Marshall,Susan,,Self,,
"Scherlen, Jessica (Self)",For,HB 2082,Scherlen,Jessica,,Self,,
"Barta, Jessica (Office of Injured Employee Counsel-(Resource))",On,HB 2082,Barta,Jessica,(Office of Injured Employee Counsel-,Office of Injured Employee Counsel-(Resource),,
"Lee, Amy (Texas Department of Insurance, Division of Workers' Compensation)",On,HB 2082,Lee,Amy,,"Texas Department of Insurance, Division of Workers' Compensation",,
"Abbott, Robert (Travis County ESD 6)",For,HB 2082,Abbott,Robert,,Travis County ESD 6,,
"Bogan, Paul (Self; Williamson County Deputies Association)",For,HB 2082,Bogan,Paul,,Self; Williamson County Deputies Association,,
"Deshields, Glenn (Texas State Association of Fire Fighters)",For,HB 2082,Deshields,Glenn,,Texas State Association of Fire Fighters,,
"Harrison, Todd (Self; Combined Law Enforcement Associations of Texas)",For,HB 2082,Harrison,Todd,,Self; Combined Law Enforcement Associations of Texas,,
"Moreno, Randy (Self; Austin Firefighters)",For,HB 2082,Moreno,Randy,,Self; Austin Firefighters,,
"Orton, Chris (Self)",For,HB 2082,Orton,Chris,,Self,,
"Parkinson, Thomas (Self)",For,HB 2082,Parkinson,Thomas,,Self,,
"rodriguez, Jimmy (San Antonio Police Officers Association)",For,HB 2082,rodriguez,Jimmy,,San Antonio Police Officers Association,,
"Jones, Chris   Training Coordinator, CLEAT Public Affairs  (Combined Law Enforcement Associations of Texas (CLEAT)), Austin, TX",For,HB 2082,Jones,Chris,"Training Coordinator, CLEAT Public Affairs",CLEAT),Austin,TX
"DeBower, Courtney    (Texas EMS, Trauma & Acute Care Foundation (TETAF)), Austin, TX",For,HB 2082,DeBower,Courtney,"(Texas EMS, Trauma & Acute Care Foundation","Texas EMS, Trauma & Acute Care Foundation (TETAF)",Austin,TX
"Deshields, Glenn    (Texas State Association of Fire Fighters), Austin, TX",For,HB 2082,Deshields,Glenn,,Texas State Association of Fire Fighters,Austin,TX
"Haney, Casey    (State Firefighters' and Fire Marshals' Association), Austin, TX",For,HB 2082,Haney,Casey,,State Firefighters' and Fire Marshals' Association,Austin,TX
"Holzheauser, Craig    (Texas EMS Alliance), Austin, TX",For,HB 2082,Holzheauser,Craig,,Texas EMS Alliance,Austin,TX
"Johnson, Noel    (TMPA Texas Municipal Police Association), Austin, TX",For,HB 2082,Johnson,Noel,,TMPA Texas Municipal Police Association,Austin,TX
"Sanford, Tiana (Montgomery County District Attorney's Office)",For,HB 2085,Sanford,Tiana,,Montgomery County District Attorney's Office,,
"Boleware, Alison (Hogg Foundation for Mental Health)",On,HB 2085,Boleware,Alison,,Hogg Foundation for Mental Health,,
"Esparza, Jaime (District Attorney 34th Judicial District)",For,HB 2085,Esparza,Jaime,,District Attorney 34th Judicial District,,
"Fouts, Michael (District Attorney 39th Judicial District)",For,HB 2085,Fouts,Michael,,District Attorney 39th Judicial District,,
"Frazier, Frederick (Self; Dallas Police Assoc.)",For,HB 2085,Frazier,Frederick,,Self; Dallas Police Assoc.,,
"Giardino, Vincent (Tarrant County Criminal District Attorney's Office)",For,HB 2085,Giardino,Vincent,,Tarrant County Criminal District Attorney's Office,,
"Green, Joseph (Travis County Commissioners Court)",For,HB 2085,Green,Joseph,,Travis County Commissioners Court,,
"Hamilton, Darwin (Self)",For,HB 2085,Hamilton,Darwin,,Self,,
"Hansch, Greg (Self; National Alliance on Mental Illness (NAMI) Texas)",For,HB 2085,Hansch,Greg,(Self; National Alliance on Mental Illness,Self; National Alliance on Mental Illness (NAMI) Texas,,
"Kunish, Eric (Self; National Alliance on Mental Illness Texas Public Policy Committee)",For,HB 2085,Kunish,Eric,,Self; National Alliance on Mental Illness Texas Public Policy Committee,,
"Mcafee, Wiley (33rd judicial district atty)",For,HB 2085,Mcafee,Wiley,,33rd judicial district atty,,
"Switzer, Gyl (Mental health america of texas)",For,HB 2085,Switzer,Gyl,,Mental health america of texas,,
"Tharp, Jennifer (Self; Comal Co. Criminal District Attorney)",For,HB 2085,Tharp,Jennifer,,Self; Comal Co. Criminal District Attorney,,
"Wood, Justin (Travis County District Attorney)",For,HB 2085,Wood,Justin,,Travis County District Attorney,,
"Gosslee, Susybelle (Self; League of Women Voters of Texas)",Against,HB 2085,Gosslee,Susybelle,,Self; League of Women Voters of Texas,,
"Dunwoody Sr, David M (Self)",For,HB 2086,Dunwoody Sr,David,M,Self,,
"Nelson, Bakeyah (Self; Air Alliance Houston)",For,HB 2086,Nelson,Bakeyah,,Self; Air Alliance Houston,,
"Shelley, Adrian (Self; Air Alliance Houston)",For,HB 2086,Shelley,Adrian,,Self; Air Alliance Houston,,
"Minick, Stephen (Texas Asssociation of Business)",Against,HB 2086,Minick,Stephen,,Texas Asssociation of Business,,
"Szecsy, Rich (Texas Aggregates and Concrete Association)",On,HB 2086,Szecsy,Rich,,Texas Aggregates and Concrete Association,,
"Wilson, Mike (TCEQ)",On,HB 2086,Wilson,Mike,,TCEQ,,
"Lee, Donald (Texas Conference of Urban Counties)",For,HB 2086,Lee,Donald,,Texas Conference of Urban Counties,,
"Thomas, Stephanie (Self; Public Citizen)",For,HB 2086,Thomas,Stephanie,,Self; Public Citizen,,
"Warndof, Donna (Harris County)",For,HB 2086,Warndof,Donna,,Harris County,,
"Pomeroy, Cory (Texas Oil and Gas Association)",Against,HB 2086,Pomeroy,Cory,,Texas Oil and Gas Association,,
"Thatcher, Beryl (TCEQ)",On,HB 2086,Thatcher,Beryl,,TCEQ,,
"Bergland, Jennifer (Texas Computer Education Association)",For,HB 2087,Bergland,Jennifer,,Texas Computer Education Association,,
"Desetti, Brendan (Software & Information Industry Association)",For,HB 2087,Desetti,Brendan,,Software & Information Industry Association,,
"Gabehart, Mark (Texas cto and round rock isd)",For,HB 2087,Gabehart,Mark,,Texas cto and round rock isd,,
"Joiner, Caroline (TechNet)",For,HB 2087,Joiner,Caroline,,TechNet,,
"Jones, Erin (College Board)",Against,HB 2087,Jones,Erin,,College Board,,
"Swanson, Steve (Self)",Against,HB 2087,Swanson,Steve,,Self,,
"Beneski, Amy (Texas Association of School Administrators)",For,HB 2087,Beneski,Amy,,Texas Association of School Administrators,,
"Eckhart, Harley (Texas Elementary Principals and Supervisors Association)",For,HB 2087,Eckhart,Harley,,Texas Elementary Principals and Supervisors Association,,
"Gonzalez, Dax (Texas Association of School Boards)",For,HB 2087,Gonzalez,Dax,,Texas Association of School Boards,,
"Gregg, Aaron (Facebook)",For,HB 2087,Gregg,Aaron,,Facebook,,
"Gullahorn, Jack (Mcgraw hill education)",For,HB 2087,Gullahorn,Jack,,Mcgraw hill education,,
"Haenisch, Barry (Texas Association of Community Schools)",For,HB 2087,Haenisch,Barry,,Texas Association of Community Schools,,
"Harris, Dwight (Self; Texasaft)",For,HB 2087,Harris,Dwight,,Self; Texasaft,,
"Johnson, Michael (Hobsons)",For,HB 2087,Johnson,Michael,,Hobsons,,
"Melina Raab, Ted (Texas AFT (American Federation of Teachers))",For,HB 2087,Melina Raab,Ted,(Texas AFT,Texas AFT (American Federation of Teachers),,
"Munoz, Leo (Comcast)",For,HB 2087,Munoz,Leo,,Comcast,,
"Nichols, Colby (Texas Rural Education Association)",For,HB 2087,Nichols,Colby,,Texas Rural Education Association,,
"Sullivan, Ray (Amazon)",For,HB 2087,Sullivan,Ray,,Amazon,,
"Ward, Kyle (Texas PTA)",For,HB 2087,Ward,Kyle,,Texas PTA,,
"Westbrook, Robert (Texas Association of School Boards)",For,HB 2087,Westbrook,Robert,,Texas Association of School Boards,,
"Wise, Andrew (Microsoft)",For,HB 2087,Wise,Andrew,,Microsoft,,
"Rau, Seth (San Antonio ISD)",Against,HB 2087,Rau,Seth,,San Antonio ISD,,
"Belew, Kara (Tea)",On,HB 2087,Belew,Kara,,Tea,,
"Byer, Von (Texas education agency)",On,HB 2087,Byer,Von,,Texas education agency,,
"Marin, Eric (TEA)",On,HB 2087,Marin,Eric,,TEA,,
"Martinez, Monica (Texas Education Agency)",On,HB 2087,Martinez,Monica,,Texas Education Agency,,
"Scheberle, Drew (Greater austin chamber of commerce)",On,HB 2087,Scheberle,Drew,,Greater austin chamber of commerce,,
"Bergland, Jennifer   Dir. of Government Relations  (also providing written testimony) (Texas Computer Education Association), Goergetown, TX",For,HB 2087,Bergland,Jennifer,Dir. of Government Relations,Texas Computer Education Association,Goergetown,TX
"Joiner, Caroline   Executive Director  (TechNet), Austin, TX",For,HB 2087,Joiner,Caroline,Executive Director,TechNet,Austin,TX
"Scheberle, Drew   SVP  (Austin Chamber), Austin, TX",On,HB 2087,Scheberle,Drew,SVP,Austin Chamber,Austin,TX
"Arnold, Ellen    (Texas PTA), Austin, TX",For,HB 2087,Arnold,Ellen,,Texas PTA,Austin,TX
"Beneski, Amy   Deputy Executive Director  (Texas Association of School Administrators), Austin, TX",For,HB 2087,Beneski,Amy,Deputy Executive Director,Texas Association of School Administrators,Austin,TX
"Cammack, Kerry    (Google), Austin, TX",For,HB 2087,Cammack,Kerry,,Google,Austin,TX
"Campbell, Grover   AED Gov. Rel.  (TASB), Austin, TX",For,HB 2087,Campbell,Grover,AED Gov. Rel.,TASB,Austin,TX
"Eckhart, Harley   Executive Director  (Texas Elementary Principals & Supervisors Assn.), Austin, TX",For,HB 2087,,,Executive Director,Texas Elementary Principals & Supervisors Assn.,Austin,TX
"Gullahorn, Jack    (McGraw Hill Education), Austin, TX",For,HB 2087,Gullahorn,Jack,,McGraw Hill Education,Austin,TX
"Haenisch, Barry   Executive Director  (Texas Association of Community Schools), Austin, TX",For,HB 2087,Haenisch,Barry,Executive Director,Texas Association of Community Schools,Austin,TX
"Hughes, Luann   Director of Technology  (Self; Texas Computer Education Association (TCEA)), Temple, TX",For,HB 2087,Hughes,Luann,Director of Technology  (Self; Texas Computer Education Association,Self; Texas Computer Education Association (TCEA),Temple,TX
"Jones, Erin   Sr. Director, Government Relations  (The College Board), Austin, TX",For,HB 2087,Jones,Erin,"Sr. Director, Government Relations",The College Board,Austin,TX
"McDonald, Brenda   Director of Technology  (Anderson-Shiro CISD), Navasota, TX",For,HB 2087,McDonald,Brenda,Director of Technology,Anderson-Shiro CISD,Navasota,TX
"Nichols, Colby   Attorney  (TX Rural Education Agency), Austin, TX",For,HB 2087,Nichols,Colby,Attorney,TX Rural Education Agency,Austin,TX
"Quinzi, Patty   Legisaltive Counsel  (TX-American Federation of Teachers), Austin, TX",For,HB 2087,Quinzi,Patty,Legisaltive Counsel,TX-American Federation of Teachers,Austin,TX
"Rodgers, Randy   Director of Digital Learning-Seguin ISD; Area 13 Director-TCEA  (Self; TCEA), New Braunfels, TX",For,HB 2087,Rodgers,Randy,Director of Digital Learning-Seguin ISD; Area 13 Director-TCEA,Self; TCEA,New Braunfels,TX
"Sullivan, Ray    (Amazon), Austin, TX",For,HB 2087,Sullivan,Ray,,Amazon,Austin,TX
"Wise, Andrew   Director  (Microsoft), Austin, TX",For,HB 2087,Wise,Andrew,Director,Microsoft,Austin,TX
"Anderson, Rodney (Brazos County Attorney)",For,HB 2089,Anderson,Rodney,,Brazos County Attorney,,
"Deel, Shane (Callahan County Attorney's Office)",For,HB 2089,Deel,Shane,,Callahan County Attorney's Office,,
"Draper, Brandon (Self; Fort Bend County District Attorney's Office)",For,HB 2089,Draper,Brandon,,Self; Fort Bend County District Attorney's Office,,
"Frazier, Jessica (Bexar County District Attorneys Office)",For,HB 2089,Frazier,Jessica,,Bexar County District Attorneys Office,,
"Glod, Greg (Texas Public Policy Foundation)",For,HB 2089,Glod,Greg,,Texas Public Policy Foundation,,
"Harris, Frank (MADD)",For,HB 2089,Harris,Frank,,MADD,,
"Smith, Anna (Self)",For,HB 2089,Smith,Anna,,Self,,
"Smith, Liz (Self)",For,HB 2089,Smith,Liz,,Self,,
"Tharp, Jennifer (Self; Comal County Criminal District Attorney)",For,HB 2089,Tharp,Jennifer,,Self; Comal County Criminal District Attorney,,
"Gonzalez, David (Self; Texas Criminal Defense Lawyers Association)",Against,HB 2089,Gonzalez,David,,Self; Texas Criminal Defense Lawyers Association,,
"May, Teresa (Texas Probation Association)",Against,HB 2089,May,Teresa,,Texas Probation Association,,
"Morales-Aina, Magdalena (Texas Probation Association)",Against,HB 2089,Morales-Aina,Magdalena,,Texas Probation Association,,
"Shull, William (Texas probation association)",Against,HB 2089,Shull,William,,Texas probation association,,
"Edmonds, Shannon (Texas District and County Attorneys Association (TDCAA))",On,HB 2089,Edmonds,Shannon,(Texas District and County Attorneys Association,Texas District and County Attorneys Association (TDCAA),,
"Anderson, Jessica (Houston Police Department)",For,HB 2089,Anderson,Jessica,,Houston Police Department,,
"Berry, Traci (Goodwill Central Texas)",For,HB 2089,Berry,Traci,,Goodwill Central Texas,,
"Dahill, John (Texas Conference of Urban Counties)",For,HB 2089,Dahill,John,,Texas Conference of Urban Counties,,
"Escamilla, David (Self)",For,HB 2089,Escamilla,David,,Self,,
"Gutierrez, Jaime (Mothers Against Drunk Driving)",For,HB 2089,Gutierrez,Jaime,,Mothers Against Drunk Driving,,
"Harmon, Micah (Self; Sheriffs' Association of Texas)",For,HB 2089,Harmon,Micah,,Self; Sheriffs' Association of Texas,,
"Johnson, Lauren (Self)",For,HB 2089,Johnson,Lauren,,Self,,
"Johnson, Noel (TMPA)",For,HB 2089,Johnson,Noel,,TMPA,,
"Jones, James (San Antonio Police Department)",For,HB 2089,Jones,James,,San Antonio Police Department,,
"Lane, Bill (Self)",For,HB 2089,Lane,Bill,,Self,,
"Louderback, AJ (Sheriffs' Association of Texas)",For,HB 2089,Louderback,AJ,,Sheriffs' Association of Texas,,
"McLaughlin, James (Texas Police Chiefs Association)",For,HB 2089,McLaughlin,James,,Texas Police Chiefs Association,,
"Sanford, Tiana (Montgomery County District Attorney's Office)",For,HB 2089,Sanford,Tiana,,Montgomery County District Attorney's Office,,
"Sinclair, David (Game Warden Peace Officers Association)",For,HB 2089,Sinclair,David,,Game Warden Peace Officers Association,,
"Smith, Douglas (Texas Criminal Justice Coalition)",For,HB 2089,Smith,Douglas,,Texas Criminal Justice Coalition,,
"Tittle, Gary (Dallas Police Department, office of the chief of police)",For,HB 2089,Tittle,Gary,,"Dallas Police Department, office of the chief of police",,
